restaurant_link,country,region,longitude,latitude,restaurant_name,count_awards
g661409-d12840434,France,Occitanie,4.137253,43.535995,Saveurs Orientales,2
g672775-d15542942,United Kingdom,Lancashire,-2.313295,53.800556,Nines Pizza Place,2
g1224590-d2623535,France,Occitanie,-0.062249,42.98724,Le Petit Couassert,2
g186338-d3398310,United Kingdom,London,-0.179933,51.50018,"190 Queen's Gate",2
g187291-d939128,Germany,Baden-Wurttemberg,9.10832,48.729935,China Restaurant Kings Palace,2
g187331-d3848183,Germany,Hamburg,10.053693,53.551098,Der Chinese am Fleet,2
g187334-d7199402,Germany,Hesse,8.602319,50.238163,Korean Kim - Korean Food & Sushi,2
g187323-d1340920,Germany,Berlin,13.212222,52.54,Zitadellen Wirtschaft,2
g186273-d14899577,United Kingdom,East Sussex,-0.137116,50.825413,Bison Beer,2
g196714-d6894995,France,Auvergne-Rhone-Alpes,6.925903,45.495647,Ô 1800,2
g736883-d14063776,Northern Ireland,"",-6.25277,54.10028,Church Lane Coffee,2
g190776-d2397705,United Kingdom,Leicestershire,-1.21012,52.76065,Cinnamon Tree,2
g187895-d7235507,Italy,Tuscany,11.244713,43.797924,Forno Garbo Progetto Bonta,2
g189852-d1408674,Sweden,"",18.070787,59.322807,Formosa,2
g2507496-d14955052,France,Grand Est,4.62953,49.89745,La Ferme du Pont des Aulnes,2
g187236-d7779419,France,"Provence-Alpes-Cote d'Azur",7.487204,43.752518,le kiosk,2
g11855863-d14196984,Portugal,Algarve,-8.314912,37.079712,Vila Joya Sea,2
g187883-d15081303,Italy,Sardinia,9.501264,40.92314,Pani e Casgiu,2
g194699-d2318147,Italy,Piedmont,7.855289,44.697308,Garibaldi,2
g211931-d14765357,Ireland,Province of Leinster,-7.188113,52.526207,The Hound,2
g187371-d1819954,Germany,North Rhine-Westphalia,6.938475,50.930553,Brauerei Heller,2
g187785-d15064872,Italy,Campania,14.242401,40.832195,A Due Passi Dal Mare,2
g319761-d15215770,Germany,Lower Saxony,8.439829,52.89767,Bome,2
g187803-d6865414,Italy,Emilia-Romagna,10.943744,44.6292,"Il Pesce Fuor D'acqua",2
g3478292-d5113016,Belgium,Flanders,5.388965,50.858788,Oud Corteshem,2
g188636-d3585727,Belgium,Flanders,4.409514,51.210278,Cafe Lambik,2
g189473-d14004899,Greece,Central Macedonia,22.94776,40.64265,Kipos,2
g2536094-d2520426,Italy,Puglia,"","",Canto del Gallo,2
g1590742-d14028381,Spain,Galicia,-9.190909,42.957497,La Marina,2
g194691-d2386286,Italy,Veneto,13.052322,45.635586,Ristorante Pizzeria San Marco,2
g194875-d10694226,Italy,Emilia-Romagna,10.643186,44.715355,zerogradi,2
g672746-d14979112,Spain,Andalucia,-3.728797,36.98005,La Muga,2
g190769-d15547274,United Kingdom,Herefordshire,-2.580278,51.915833,The Tap House,2
g285725-d3589018,The Netherlands,"",4.163426,51.900677,De Hooghcamer,2
g652380-d8511205,United Kingdom,East Sussex,-0.166328,50.827232,Divino Wine Bar,2
g1819081-d4131882,France,"Provence-Alpes-Cote d'Azur",4.795278,43.744896,Hostellerie de la Reine-Jeanne,2
g187153-d17821253,France,Occitanie,3.879544,43.604374,CHEZ DELAGARE,2
g187147-d14079311,France,Ile-de-France,2.384232,48.850567,La Parisienne du Faubourg,2
g3732322-d3726678,Italy,Abruzzo,"","",Agriturismo La Fattoria del Contadino,2
g209963-d3398182,Northern Ireland,"",-6.71874,55.18466,"Morelli's to Go!",2
g187514-d8004869,Spain,Community of Madrid,-3.695863,40.425842,Mesa 3,2
g187234-d9714517,France,"Provence-Alpes-Cote d'Azur",7.267248,43.701065,Cafe De Max,2
g7890279-d4328472,France,Auvergne-Rhone-Alpes,2.910834,46.40316,Le Vent du Nord,2
g226906-d7018214,Finland,Uusimaa,25.03419,60.29367,Ravintola Oklahoma,2
g187529-d15319045,Spain,Valencian Country,-0.376908,39.474857,Clann Bar,2
g661409-d5850293,France,Occitanie,4.148828,43.522488,Le Sud (Abri de Camargue),2
g189530-d1101701,Denmark,Jutland,10.198181,56.148067,Forlaens & Baglaens,2
g777767-d1800950,Germany,Lower Saxony,9.866011,53.315502,Ristorante Il Sole,2
g10638024-d4356024,Spain,Region of Murcia,-0.80457,37.600597,Undersun Restaurant Lounge,2
g1053576-d15016265,Germany,Baden-Wurttemberg,8.275856,47.63481,il Martino Ristorante del Sud,2
g189839-d929095,Sweden,"",13.00007,55.60325,Epicure Re Gustavo,2
g187191-d10985594,France,Normandy,1.098611,49.44,Les Fils à Maman Rouen,2
g194839-d14028337,Italy,Tuscany,11.211527,42.43729,"Deni's Ristorante American Bar",2
g187441-d15064573,Spain,Andalucia,-3.59688,37.180557,La Pajuna,2
g294458-d14179028,Romania,Bucharest,26.095453,44.44227,Savart,2
g661774-d6368386,Belgium,Flanders,4.470558,50.88836,Restaurant Adria Grill,2
g947038-d4544685,Italy,Sicily,15.3475,37.92267,Trattoria Ai Portici da Franco Smile,2
g1219684-d10680689,France,Ile-de-France,1.909887,49.002895,Pizza du Fort,2
g190735-d4491998,United Kingdom,Essex,0.963688,51.869415,Henleys of Wivenhoe,2
g1015351-d13976411,Italy,Sardinia,8.39893,39.102665,"Acqua Sale - Pizza, Fritto e Mare",2
g580137-d3472538,France,Brittany,-3.14389,48.55709,"Restaurant l'Express",2
g3929014-d6601089,Portugal,Alentejo,-8.792785,37.65306,Restaurante o Lavrador,2
g187175-d7361731,France,Occitanie,1.484356,43.630657,Le Carre Gourmand,2
g187497-d13984351,Spain,Catalonia,2.156469,41.378437,El Petit Mos,2
g187234-d12535331,France,"Provence-Alpes-Cote d'Azur",7.251747,43.720272,O Saveurs du Marche,2
g194759-d1965928,Italy,Marche,13.013525,43.83768,Trattoria Maria,2
g616172-d5854446,Italy,Campania,14.419506,40.631374,Blossoms Pub,2
g227913-d3632921,The Netherlands,"",4.495308,52.062775,Shabu Shabu,2
g194950-d1550682,Italy,Lazio,12.105916,42.417763,Ristorante Tre Re,2
g652003-d6621801,Italy,Puglia,17.303215,40.95286,Garibaldi Pub Steakhouse,2
g187823-d1754552,Italy,Liguria,8.936089,44.40437,"Mamacita's",2
g499507-d15554700,United Kingdom,Cheshire,-2.454547,53.08345,Miller & Carter Steakhouse,2
g227852-d7019430,Spain,Extremadura,-6.371385,39.475395,El Requete,2
g1182177-d7381646,United Kingdom,Cumbria,-3.421736,54.81671,Bank Mill - Dunes Bistro - Silloth,2
g1576942-d6890186,Spain,Castile and Leon,-5.515689,40.825375,Casa El Vive,2
g667192-d14039027,Italy,Tuscany,11.442255,43.776913,Da Rocco e Fede,2
g187791-d5850639,Italy,Lazio,12.607455,41.680424,La Rosa Scarlatta,2
g187787-d7278439,Italy,Campania,14.03168,40.76524,Ristorante Sottosopra,2
g1568267-d3577224,Italy,Veneto,12.49003,46.48644,Chalet al Fogher,2
g662774-d4553534,France,"Provence-Alpes-Cote d'Azur",6.972364,43.680614,"Le P'tit Resto",2
g187497-d15322572,Spain,Catalonia,2.147501,41.3719,Bodega Amposta,2
g189180-d12246931,Portugal,Northern Portugal,-8.613843,41.143864,Paladar,2
g189458-d3611867,Greece,Ionian Islands,19.922647,39.622143,Il Vesuvio,2
g196708-d1333436,France,Auvergne-Rhone-Alpes,6.668008,46.158566,"L'Op Traken",2
g229474-d2048643,Germany,Bavaria,11.858074,49.445297,Cafe Zentral,2
g666316-d3600022,Spain,Valencian Country,-0.051501,38.59526,Ca jaume,2
g274935-d11922369,Slovakia,Trnava Region,17.811756,48.581753,Slovensky Dvor,2
g187440-d5967095,Spain,Andalucia,-4.491002,36.628403,kENNEDYS IRISH Bar,2
g12701169-d2490687,Spain,Asturias,-6.061039,43.435,La Caverna,2
g187776-d5990021,Italy,Calabria,16.250961,39.298306,Grill&Fry,2
g1972036-d4925595,United Kingdom,Essex,0.089937,51.612736,Manor,2
g187100-d6380438,France,Brittany,-4.072429,47.983734,restaurant la table de Marie,2
g774853-d10557477,Denmark,Jutland,8.872008,54.934532,Restaurant ROS,2
g7113415-d8024475,United Kingdom,Greater Manchester,-2.188349,53.375397,The Chiverton Tap,2
g187785-d13288442,Italy,Campania,14.1992,40.82787,Pupatella Trattoria Pizzeria,2
g1180038-d2330721,Italy,Campania,14.415139,40.891598,Il Solito Posto,2
g187191-d12503313,France,Normandy,1.068196,49.444378,Seine et Quai,2
g8477576-d2666115,Finland,Ostrobothnia,21.461807,63.2072,"Berny's restaurant",2
g187147-d906999,France,Ile-de-France,2.337728,48.866016,Baan Boran,2
g186403-d14985314,United Kingdom,West Midlands,-1.395319,52.37677,"Rose & Crown, Wolston",2
g1833021-d10428852,Germany,Bavaria,11.200539,48.06752,Augustiner Am Worthsee,2
g1187205-d13991562,Italy,Emilia-Romagna,12.617189,44.03612,Bar Sport,2
g194790-d784668,Italy,Abruzzo,13.3451,42.382545,Ristorante Le Mangiatoie,2
g1079250-d13983750,Spain,Andalucia,-4.531408,36.59855,la Tarara de Miguel Ávila,2
g15292308-d13834104,Greece,Central Greece,21.95898,38.94579,Hani Panetsou,2
g5788930-d3364961,France,Auvergne-Rhone-Alpes,5.61211,45.66822,La Cascade,2
g1238432-d2088077,Italy,Emilia-Romagna,10.502578,44.667442,Ristorante Taifali,2
g187365-d1806552,Germany,Mecklenburg-West Pomerania,11.466511,53.89136,Restaurant Alter Schwede,2
g196484-d8414168,France,Corsica,9.280117,41.591434,Yopovo,2
g735545-d7591564,Portugal,Azores,-28.321672,38.529987,Bar - Clube Naval,2
g12606557-d1898349,United Kingdom,Surrey,-0.541921,51.294403,The New Inn,2
g644109-d6475477,France,Occitanie,3.931138,43.52767,Le Petit Mousse,2
g194683-d6603299,Italy,Veneto,10.72217,45.54703,Bar Pizzeria la Boa,2
g1586719-d5509003,Germany,Schleswig-Holstein,10.4137,53.42394,Forsthaus Gruener Jaeger,2
g1070999-d8683118,Greece,Thessaly,21.620672,39.71657,The Centre Tavern,2
g189473-d12076761,Greece,Central Macedonia,22.963186,40.591545,Emporikon,2
g187323-d15335395,Germany,Berlin,13.306963,52.52129,Bar Brass,2
g187514-d7994373,Spain,Community of Madrid,-3.629225,40.44051,Restaurante Asiatico Sorgo Rojo,2
g644340-d7621410,Spain,Region of Murcia,-0.785053,37.81668,Club Nautico Lo Pagan,2
g1189162-d2402947,Greece,Attica,23.434166,37.731945,Manitas sto Kyma,2
g1049421-d3863793,United Kingdom,Kent,0.257286,51.160603,Thai Lemongrass,2
g230085-d7967086,Portugal,Central Portugal,-8.783678,39.733704,"Degust'art Restaurante",2
g189174-d9832191,Portugal,Northern Portugal,-8.292859,41.442993,A Medieval,2
g1078330-d7086064,Germany,Schleswig-Holstein,8.938751,54.631714,Norditeran Restaurant,2
g8459221-d7020850,Poland,Southern Poland,16.734991,50.845882,Restaurant&Guesthouse Zielone Wzgorze,2
g186463-d14899692,Wales,Southern Wales,-2.985332,51.580425,The Health Hut,2
g187890-d4208443,Italy,Sicily,13.33175,38.15778,Arcimboldo TC2,2
g187100-d10278283,France,Brittany,-4.104283,47.996468,Sherlock Holmes,2
g186356-d14470427,United Kingdom,Nottinghamshire,-1.143646,52.953682,Mowgli Street food,2
g1535286-d14470309,Italy,Puglia,18.426111,40.28639,Gustomare,2
g652380-d3568293,United Kingdom,East Sussex,-0.171922,50.828,Paris Wine Bar,2
g194903-d2153401,Italy,Tuscany,12.126636,43.57069,Il Borghetto,2
g187392-d1231697,Germany,Rhineland-Palatinate,8.458252,49.476242,Ristorante Della Bona,2
g659468-d817175,Spain,Asturias,-6.815921,43.42268,El Zangano,2
g187525-d2243497,Spain,Valencian Country,-0.1187,38.53925,Rendezvous,2
g504167-d6851765,United Kingdom,Greater London,-0.07345,51.38026,The Tram Stop,2
g187785-d8749253,Italy,Campania,14.249278,40.845703,Fantasia Gelati,2
g1227432-d5890617,France,Hauts-de-France,3.137089,50.680454,Le Theatre,2
g187382-d14235907,Germany,North Rhine-Westphalia,7.59857,51.94339,Moro112,2
g274887-d8528146,Hungary,Central Hungary,19.037052,47.5056,Cupcake Tortamuhely,2
g1009398-d1889562,Croatia,Dalmatia,17.628717,43.080147,Restaurant Djudja & Mate,2
g190786-d3477839,United Kingdom,Yorkshire,-1.82021,53.72627,The Tannery Bistro,2
g644226-d13993859,Greece,Thessaly,22.998606,39.39047,La Creperie Cafe & Crepes,2
g608929-d14797407,Italy,Sicily,12.880224,38.02787,Grani da Re - Pizza e Bottega,2
g1025029-d8296940,Spain,Valencian Country,0.137929,40.094517,El Poble Roge & Sary,2
g187443-d15137281,Spain,Andalucia,-5.99442,37.385094,Abaceria del Postigo,2
g656485-d3382901,Denmark,Jutland,9.583277,57.25204,Restaurant Futten,2
g187871-d3702546,Italy,Veneto,10.992966,45.43942,Emanuel Cafe,2
g187849-d14126107,Italy,Lombardy,9.188951,45.480824,Mi Garba Bistrot,2
g194875-d13445143,Italy,Emilia-Romagna,10.631203,44.693886,Story Kitchen,2
g1957375-d13998844,Italy,Tuscany,10.982351,43.904114,Agriturismo Il Mulo,2
g187147-d1035603,France,Ile-de-France,2.32703,48.85301,La Ferronnerie,2
g1082593-d4802653,United Kingdom,West Midlands,-2.0762,52.57931,The Grapes Public House.,2
g608778-d3365910,France,Ile-de-France,3.288083,48.562542,La Terrasse du Chatel,2
g186638-d12120318,Ireland,Province of Munster,-7.111764,52.25805,"Heery's Bar & Restaurant",2
g1872501-d2369234,Germany,Baden-Wurttemberg,7.901111,47.619854,Landgasthof Sonne,2
g187212-d2278532,France,"Provence-Alpes-Cote d'Azur",4.808449,43.9497,Le Saigonnais,2
g188644-d740584,Belgium,Brussels,4.354701,50.84097,Au Vieux Saint Martin,2
g194907-d14075422,Italy,Campania,14.407893,40.612946,Trattoria La Perla,2
g194888-d2224090,Italy,Abruzzo,14.008286,42.689083,Lo Spuntino,2
g656840-d1891455,Italy,Sicily,12.73413,38.175865,Pizzeria da Salvo,2
g188555-d743954,The Netherlands,"",6.560031,52.994637,De Poort van Assen,2
g186460-d2429080,Wales,Southern Wales,-3.17289,51.48207,Pulse,2
g3665641-d4133665,Italy,Lombardy,9.661554,45.62277,Nettuno,2
g666974-d14768043,Spain,Balearic Islands,4.130628,40.061752,Sa Xerxa Restaurant,2
g664972-d3491860,Italy,Lazio,12.196018,41.84683,Stabilimeno LEVANTE - Ristorante e Pizzeria,2
g187184-d4358700,France,Normandy,0.06917,49.35918,Le Cercle,2
g186342-d3608856,United Kingdom,East Anglia,1.35929,52.62868,Thorpe Fish Bar,2
g1082593-d5970135,United Kingdom,West Midlands,-2.08776,52.54099,Chutney,2
g666500-d6946536,France,Occitanie,3.095226,43.110558,Le Miam,2
g2078866-d11800733,Italy,Campania,14.830048,40.89664,Pizzeria 20 Dicembre,2
g2276876-d3494624,Austria,Lower Austria,16.111954,47.810783,Puchegger Wirt,2
g1079389-d5865485,France,Brittany,-4.41966,48.39639,Le Longchamp,2
g189541-d801564,Denmark,Zealand,12.557536,55.668987,Ban Gaw,2
g187849-d15287769,Italy,Lombardy,9.18746,45.46391,Shaker Bubble & Tea Lovers,2
g580304-d6981477,Spain,Balearic Islands,3.309894,39.520866,Restaurante Pizzeria Antonella,2
g187127-d6777888,France,Centre-Val de Loire,0.998303,47.1283,La Plancha,2
g187881-d7345611,Italy,Sardinia,9.120754,39.211628,Naturalmente,2
g528791-d1316330,United Kingdom,Greater Manchester,-2.113927,53.542843,Levers Fish & Chip Shop,2
g551869-d14067072,Scotland,The Hebrides,-6.068774,56.6226,The Gallery Cafe,2
g660465-d3590559,France,Occitanie,3.6935,43.40526,Le Bouchon Lyonnais de Sete,2
g188580-d15184765,The Netherlands,"",4.77185,51.59939,Grand Cafe Restaurant De Veestallen,2
g187330-d1343013,Germany,Brandenburg,13.05377,52.40251,mea culpa Inh. Sisting Wolfgang,2
g187791-d7913091,Italy,Lazio,12.53825,41.91043,Pasticceria Monaco,2
g189158-d14183521,Portugal,Central Portugal,-9.129175,38.71602,Vicente Lisboa,2
g194788-d3461800,Italy,Liguria,9.345655,44.30941,Ristorante Perbacco de Hotel Lavagnese,2
g1079312-d7619725,France,Grand Est,7.192668,48.104763,Restaurant Au Tilleul,2
g187147-d4055070,France,Ile-de-France,2.324959,48.856686,Aux Vieux Garçons,2
g2535591-d12788463,Poland,Northern Poland,18.828812,54.34519,Tawerna pod Zaglami,2
g662606-d11045513,Spain,Canary Islands,-16.734163,28.07465,"Ten O'Clock",2
g562702-d8566691,France,Nouvelle-Aquitaine,-1.570939,43.4487,Feel Good,2
g186338-d15613802,United Kingdom,London,-0.083608,51.504803,Comptoir Libanais London Bridge,2
g186298-d3514634,United Kingdom,Hampshire,-1.082522,50.78859,The Fat Fox,2
g189542-d8042728,Denmark,Zealand,12.603531,56.045773,Brasserie 1861,2
g660766-d14862546,Italy,Tuscany,10.143265,44.03576,La Prosciutteria Crudi e Bollicine Massa,2
g187497-d4972660,Spain,Catalonia,2.187399,41.376213,Restaurante Barceloneta,2
g736883-d5818755,Northern Ireland,"",-6.254315,54.100883,The Genoa Cafe,2
g190446-d3210502,Austria,Austrian Alps,12.366111,47.42139,Berggasthof Sonnbuhel,2
g644128-d4262995,France,"Provence-Alpes-Cote d'Azur",5.591151,43.29474,Pasta & Basta,2
g2617734-d14008822,Italy,Campania,14.873389,40.593784,"In Voga Cucina e Pizza D'Autore",2
g186394-d13528618,United Kingdom,Tyne and Wear,-1.593322,54.975403,Arch 2 Brewpub,2
g187791-d3395555,Italy,Lazio,12.454819,41.860718,Sapori Di Casa,2
g194875-d15350350,Italy,Emilia-Romagna,10.635947,44.69538,Osteria Del Mare - Happy House,2
g652308-d8512696,The Netherlands,"",4.7625,53.099445,Grandcafe Het Plein,2
g187472-d5496465,Spain,Canary Islands,-15.418733,28.10839,Tasca Restaurante la Mas Negrita,2
g1165146-d15328625,France,Ile-de-France,3.083517,48.811943,O Carre Rouge,2
g12959511-d13003269,United Kingdom,Greater Manchester,-2.31805,53.397697,The Stonemasons Arms,2
g190761-d5651813,United Kingdom,West Sussex,-0.374154,50.828186,The Piggery Shop,2
g187338-d12354611,Germany,Hesse,9.683011,50.55435,The Orange American burger grill,2
g285715-d14797818,Portugal,Algarve,-7.645776,37.12498,Cais Do Gilao,2
g3400268-d2280130,Belgium,Flanders,4.19751,51.052036,Den Amandus,2
g304059-d5269885,Romania,Southeast Romania,28.05446,45.44629,Gossip Cafe,2
g189400-d10501954,Greece,Attica,23.735172,37.985844,Cafe-Bar 67,2
g2209362-d4474318,Italy,Puglia,18.382933,40.13201,Red Moon,2
g187514-d717274,Spain,Community of Madrid,-3.693953,40.41162,Comestibles La Fabrica,2
g651764-d1365752,Germany,Baden-Wurttemberg,9.45659,48.809425,Restaurant Lamm Hebsack,2
g804282-d15233751,Italy,Lazio,12.635687,42.007973,Ristorante Lupo di Mare,2
g187527-d3170012,Spain,Valencian Country,-0.66176,38.001385,Ship Hispaniola,2
g642045-d8621853,Germany,Mecklenburg-West Pomerania,14.166726,53.954338,Domkes Fischpavillon Heringsdorf,2
g657855-d3303365,France,Auvergne-Rhone-Alpes,6.637865,46.02568,Le Marlow,2
g1016057-d4995650,Italy,Tuscany,11.256126,42.664154,Il Poderone da Carla,2
g1053705-d4874571,Germany,Rhineland-Palatinate,7.55944,49.44037,Thai Thai Two,2
g1400484-d14020242,Italy,Friuli Venezia Giulia,13.455937,45.97249,Locanda Orologio,2
g187147-d5865687,France,Ile-de-France,2.320821,48.845005,Les Comediens,2
g1078731-d8536068,Spain,Catalonia,2.195133,41.514935,La Troupe Restaurant,2
g1644005-d6539557,Italy,Campania,14.596716,40.77727,"Masseria D'avino",2
g187870-d1088086,Italy,Veneto,12.324279,45.442657,La Lista Bistro,2
g1158652-d5043970,France,Ile-de-France,2.352572,48.620056,AU BUREAU,2
g187509-d991994,Spain,Galicia,-8.710381,42.224426,Casa Pepe de Juan,2
g187497-d7973190,Spain,Catalonia,2.149167,41.390926,My pillow Restaurant,2
g562820-d7682672,Spain,Canary Islands,-16.732557,28.070515,Gelatomania,2
g315900-d14494743,Portugal,Northern Portugal,-8.078856,41.26845,A Tua Cozinha e Melhor Que a Minha,2
g188632-d14096207,The Netherlands,"",4.47856,51.920097,Belicio Cheatday,2
g1063662-d2703008,Spain,Community of Madrid,-3.773656,40.650898,Casa Abilio,2
g1858069-d15328548,Spain,Andalucia,-1.892688,37.15351,Rosie Lees,2
g562651-d5796083,Spain,Community of Madrid,-3.757936,40.26638,El Senorio de Ajuria,2
g730081-d15565489,Italy,Emilia-Romagna,11.360096,44.57023,Yasumi,2
g1944329-d14903227,France,Bourgogne-Franche-Comte,3.197889,47.618298,Les Passantes,2
g188613-d7994174,The Netherlands,"",5.38921,52.15505,Ijssalon San Marco,2
g187348-d2434942,Germany,Lower Saxony,10.515024,52.256226,Restaurant Zucker in der Raffinerie,2
g3649144-d2287559,United Kingdom,Somerset,-2.51133,51.32466,The Haynes Fish and Chip Restaurant,2
g189158-d1787100,Portugal,Central Portugal,-9.128186,38.714302,Restaurante O Carvoeiro,2
g580319-d14175412,Spain,Balearic Islands,2.61891,39.71026,Es Taller Valldemossa,2
g188599-d3589013,The Netherlands,"",5.074345,52.49288,Le Pompadour,2
g4956065-d15129108,France,Normandy,0.620529,49.39041,La Tourelle Gourmande,2
g187147-d15147797,France,Ile-de-France,2.349199,48.850777,Hebe,2
g1050288-d3576628,Italy,Lombardy,8.843719,45.30991,Chez Nadi,2
g187849-d10521076,Italy,Lombardy,9.179846,45.449512,Smooy - Authentic Frozen Yogurt,2
g1080559-d4588367,France,Hauts-de-France,3.09048,50.67633,Il Sacristie,2
g196524-d1332397,France,Auvergne-Rhone-Alpes,3.089853,45.03278,Les Iles du Cantal,2
g187849-d6966494,Italy,Lombardy,9.1704,45.48072,La Piadineria,2
g189934-d889593,Finland,Uusimaa,24.872475,60.19259,Meritorppa,2
g187323-d958768,Germany,Berlin,13.354167,52.496666,Habibi,2
g187147-d17536874,France,Ile-de-France,2.337272,48.89335,Le Maquis,2
g776616-d5815983,United Kingdom,Yorkshire,-0.797315,54.13392,"Captain Barney's Cafe",2
g187079-d3569404,France,Nouvelle-Aquitaine,-0.566994,44.8323,La Soupe Au Caillou,2
g187432-d14199912,Spain,Andalucia,-6.298056,36.53387,Heladería Verde Pistacchio Cádiz,2
g186403-d15207166,United Kingdom,West Midlands,-1.513921,52.41128,Arabian Bites,2
g187221-d3736893,France,"Provence-Alpes-Cote d'Azur",7.00961,43.551464,Le XXIV,2
g186487-d3399422,Scotland,Aberdeenshire,-2.108606,57.14809,Breadmaker,2
g651667-d3143608,Austria,Austrian Alps,10.588954,47.075115,Panoramarestaurant BergDiamant,2
g194875-d3397005,Italy,Emilia-Romagna,10.632792,44.693542,Pizzeria Mister Pizza da Asporto,2
g189180-d10106508,Portugal,Northern Portugal,-8.586214,41.148026,"Moment'Um",2
g190739-d10155903,United Kingdom,Greater Manchester,-2.322121,53.396572,Quarry Bank Inn,2
g562644-d15662544,Spain,Community of Madrid,-3.366939,40.480885,Imperial Craft Beer,2
g186518-d12320216,Scotland,Dundee,-2.96756,56.46203,Market Bar,2
g187791-d2054609,Italy,Lazio,12.497422,41.888496,"Bistrot L'Attico",2
g7648045-d15551484,Austria,Styria,15.420228,47.013218,Dimitra Greek Restaurant,2
g187460-d12635770,Spain,Balearic Islands,1.432928,38.908524,Wasa.B,2
g196574-d10516640,France,Ile-de-France,2.289858,48.897552,Les Mioches,2
g190454-d15519328,Austria,Vienna Region,16.355639,48.202682,Santos Neubau I Mexican Grill & Bar,2
g187394-d1040252,Germany,Rhineland-Palatinate,6.641447,49.756542,Zum Domstein,2
g187871-d2307404,Italy,Veneto,10.989165,45.439117,Pizza Doge,2
g187871-d1087130,Italy,Veneto,11.077767,45.49999,Al Parigin,2
g194789-d1806371,Italy,Veneto,10.719611,45.465508,Locanda Gallehus,2
g19386142-d8686863,France,Bourgogne-Franche-Comte,4.735435,46.377045,Resto Point,2
g677549-d1750165,Finland,Lapland,24.810919,67.80785,Restaurant Ammila,2
g580427-d5316145,United Kingdom,Greater London,0.177954,51.565876,Indian Ocean,2
g15152423-d15141198,France,Auvergne-Rhone-Alpes,3.27953,45.75199,Le Clos des Sens,2
g2103159-d2103160,United Kingdom,Buckinghamshire,-0.658735,52.17271,The Green Man,2
g186338-d5978583,United Kingdom,London,-0.108629,51.54981,Lamezia,2
g194760-d4171520,Italy,Emilia-Romagna,11.358261,44.785145,Ristorante pizzeria Casona Accursio,2
g652011-d5016915,Italy,Sardinia,9.641414,39.842133,"Ristorante Pizzeria Principe d'Ogliastra",2
g187890-d3954279,Italy,Sicily,13.338946,38.145256,Coast to Coast,2
g488303-d5860044,Spain,Aragon,0.066016,40.80647,Fonda Aparicio Fuentespalda,2
g187438-d9853456,Spain,Andalucia,-4.422328,36.72387,DEPASO - Shawarmas Gourmet,2
g194760-d4700363,Italy,Emilia-Romagna,11.628783,44.830822,"Caffetteria Ristoro Schifanoia - Giardino dell'Amore",2
g1575020-d15198549,Italy,Emilia-Romagna,10.12403,44.927902,Locanda del Culatello,2
g186338-d734043,United Kingdom,London,-0.191022,51.603058,Cochin,2
g186466-d5978749,Wales,Southern Wales,-3.939883,51.619392,"Tino's",2
g2443642-d2434814,France,Brittany,-4.62184,48.43347,Le Marimorgan,2
g187437-d4561080,Spain,Andalucia,-5.140803,36.426945,Tolone,2
g1132025-d6873546,Portugal,Central Portugal,-9.14403,38.716778,Casa Gloria Restaurante,2
g187497-d3678655,Spain,Catalonia,2.158824,41.400864,Messie Pizza,2
g1045101-d10680709,The Netherlands,"",6.28878,51.96509,"Brasserie 't Zusje",2
g187219-d1337549,France,"Provence-Alpes-Cote d'Azur",7.097624,43.627598,Le Piccolo,2
g196681-d10840894,France,"Provence-Alpes-Cote d'Azur",4.976578,43.49867,Pizza Laure,2
g1049093-d4338929,Greece,Crete,23.916843,35.51751,Zephyros Family Restaurant,2
g2238445-d3661760,United Kingdom,Surrey,-0.65126,51.36654,The Surrey cricketers,2
g187870-d14934471,Italy,Veneto,12.334276,45.433426,Ae Veste Bar,2
g1602769-d6925556,Sweden,West Coast,13.415,57.79492,"Jenny's Thai",2
g1842218-d4587361,Italy,Veneto,11.12636,45.54481,Albergo Ristorante Alla Bettola,2
g187323-d1788472,Germany,Berlin,13.3551,52.48667,Cafe BilderBuch,2
g1064230-d15643495,Spain,Valencian Country,-0.481667,38.34612,Purpura Project,2
g1202906-d1583920,Italy,Piedmont,8.282497,44.71811,"Grappolo D'Oro",2
g608680-d3906024,Austria,Austrian Alps,12.190076,47.504414,Giovanni,2
g227900-d747092,The Netherlands,"",4.702336,52.600136,Wildschut,2
g190733-d3625223,United Kingdom,Lincolnshire,0.343811,53.14306,Waterfront,2
g3639717-d4218161,Italy,Lazio,12.39591,42.37705,"Ristorante l'angolo del castello",2
g4505706-d1232744,The Netherlands,"",5.921972,51.7384,Pannenkoekenrestaurant Den Tol,2
g187331-d15635105,Germany,Hamburg,10.041847,53.598984,Spaccaforno,2
g6889241-d6678753,Northern Ireland,"",-6.692636,54.44689,The Moy Larder,2
g616108-d1337675,France,Occitanie,0.878611,43.625202,Le Palma,2
g187826-d8497329,Italy,Liguria,9.236161,44.347546,Gelateria Simonetti 1963,2
g187451-d21184389,Spain,Asturias,-5.665177,43.543724,Camelia Ricardo Sotres,2
g11094408-d3505230,Italy,Veneto,11.47527,45.86437,"Sgrebani's pizzeria",2
g2634040-d7332794,Italy,Calabria,16.350613,39.31345,Agriturismo Pietro Falcone,2
g661259-d3539165,France,Ile-de-France,2.055105,48.758736,Le Vendôme,2
g676345-d10711584,France,Brittany,-4.337844,48.676193,Le Pontusval,2
g187331-d5963822,Germany,Hamburg,9.940233,53.54454,Fischbeisl,2
